sentence,label
"I recently decided to treat myself with a $2,000 mattress and it has undoubtedly completely changed my life.",0
Or is that what being in society is?,0
Congratulations and best of luck in your future!,0
indulge how you can of course.,0
Is there anything I can do to help?,0
In the internet judgement is easy so I put it up here so it is visible for anyone.,0
It's a massive obstacle that I have overcome and I'm so proud of myself!!,0
Bob’s Burgers is the best!!!!,0
I have a relative who died.,0
"Dog = Asop, something like that.",0
Because of these lies though my family ended up kicking my dad out of our house back in like .,0
"People are really protective about their opinions nowadays, especially on the internet.",0
Let people enjoy their family happiness.,0
It’s the best feeling being able to give them at least *something* in return for everything they’ve given me.,0
"Having some open boundaries helps, though it's certainly a tough conversation to have with a roommate ex.",0
The fact that they’re not going to be around forever kind of makes them even more beautiful.,0
"Hey, have you tried the new sushi place?",0
Save some for the rest too.,0
Rings are beautiful and all but they’re always there.,0
I used to be that way when I was younger.,0
"I create stories that people like, I set a good example of personal responsibility for my friends and family,  >43.",0
I like this sub cause it's just so chill and it doesn't feel like a karma race as some others do,0
You have a lady (my last date was in 2009).,0
I told him I turned them into the police and filed a report.,0
I just want A laugh.,0
Where is your mind set on?,0
"I’m a real, the grass is greener kind of person to be honest.",0
you usually dont focus too much on it.,0
"I'm a French Canadian and she uses a lot of English terms used on imgur, instagram and other social medias.",0
Our daughter does competition cheer and she loves it.,0
I have no guilt.,0
It's not weird.,0
Violin is not an easy instrument to learn!,0
Focusing on looks seem so superficial but I’ve seen a lot of men get really uncomfortable when complimented by others.,0
I feel somewhat important haha.,0
I decided to go to community college to get out of the house and to try to get more motivated.,0
I’m incredibly scared of them but fucking hell don’t torture living things,0
That I'm actually not as bad as i see myself in my mind.,0
Highly recommended movie to family.,0
"Repeat many times, and at some point, the (rather unlikely) risk becomes reality and game over.",0
"And if it winds up being a mistake, and you find yourself wishing you hadn't, you can always grow another one.",0
If you constantly compare you'll be let down.,0
I'm not exactly sure what type of degree or certifications to look at to not be stuck in that.,0
Brunch sounds good!,0
"Stories What was your creepiest, funniest, and/or weirdest experience around this time?",0
That table fan shown in the pic.,0
With my parents generation it wasnt about being happy but more for a practical lets get the bills paid.,0
"But since I'm actually engineer responsible for SMS services (whoops), I say that we don't have something like that.",0
"You're putting a lot of effort and acting would be really help you a lot, keep it up!",0
I'm trying to build some confidence,0
The popular bands appeared frequently.,0
While I’m stuck here how was you’re evening?,0
The Kyoto Tachibana Senior High School Marching Band is the BEST,0
I can't stand wearing that kind of stuff.,0
Why is my knowledge of shower related things so poor at this point in my life?,0
"I can pay for your tongue depressors and your gauze pads!""",0
"Hey, have you watched the latest movie?",0
>It was definitely the longest New Years Resolution I ever maintained so for that I’m happy YAY!,0
That in itself is a very beautiful thing to have and you should try to appreciate it.,0
nice idea in theory.,0
My nephews inflatable alien costume,0
I'm insecure because I have very bad social skills and people think I'm weird so I don't know,0
Well I hope you get the chance to go to one and that things work out between you and your crush.,0
Did you hear about the new museum downtown?,0
I was once shopping with a friend and wanted to show him something.,0
Yooo man thanks a ton these are epic!!,0
"I just really get a huge pit in my stomach even thinking about saying ""I love you"".",0
How *dare* you!,0
I feel like with that sweetness it would be good with toast or a plain muffin and coffee.,0
Usually a lot of Progressive Metal.,0
"Maybe they are not carbon based, maybe they don't need water to survive.",0
Has anyone else ever done this?,0
"First and foremost, what year were you born and in what country?",0
Between my two young children and work.,0
"In a professional context, yes, leaders should be responsible and the most responsible tend to be leaders.",0
Do you mind explaining the difference between ideology and idealism to me?,0
>Ever go to a place just to use their restrooms?,0
The law and profit never seem to see eye to eye do they?,0
"Now obviously this is just my impression of them, but I've found i'm usually pretty spot on.",0
"Barely, but it worked.",0
"So to be more specific, I deal with the public on a certain level.",0
Awwww that's really sweet of them!,0
It has to be your primary residence or the bank wont grant you a mortgage for the remaining balance.,0
What’s your sign?,0
"People take advantage of the Jehovah's Witness' pattern of visiting people's houses, and they do it themselves.",0
"I'm happy for you though, this is incredible news.",0
I approached him and told him to carry it to the next ash-tray which was about 2 m away.,0
You said it bro!,0
"If I haven’t responded yet, I haven’t had a chance to listen.",0
Which you will fail at and iterate on.,0
Right now I can’t find the source of my problems.,0
I started in my mid 20's with no background in music.,0
"I'm really interested in the epistemology behind a belief, which is just a fancy term for how people figure out what they know.",0
"I love it here, grew up in Tampa tho.",0
I'll have to see what is around them,0
"I'm sure it wasn't easy home schooling five kids, but she made it work.",0
"Still, being a big city doesn’t help either.",0
"Glad to hear you're doing great, man.",0
A cheese-head (a Wisconsin resident) is telling me that Wisconsin is more shaped like a mitten than Michigan.,0
"Surprisingly, I'd never eat a daddy long leg, despite my experience in eating creepy crawlies",0
:P What's cooler weather for Florida?,0
But I'm not the type to ask for gifts so I have no clue what to ask for.,0
Did you have a particular look in mind?,0
"For the steak, always get your steak out of the refrigerator before cooking.",0
The book hangover is very real for me.,0
It always helps to see our thoughts on paper.,0
Do you find it bad that you've been drinking regularly?,0
I wanna know your dreams and desires.,0
and animal crossing leaves a lot of room for creativity.,0
Ahhhh you totally just reminded me that I need to buy a car brush and scraper!,0
"It’s fucked, but those fields typically yield much less revenue by nature so it unfortunately makes sense in part.",0
"What matters is what you make of things, not what people say will happen.",0
Finishing my degree next month and then heading to the Dominican Republic!,0
Just saw your other reply.,0
"But this isn't a pipe dream for me, it's my plan.",0
You can be attracted to slanted eyes just as much as blonde hair or big boobs.,0
Both lies in the ring of fire and near fault lines.,0
"Acting, drawing, whatever.",0
I played the game once before and it was a delight.,0
"8 Years as nurse its safe to say i dont missa single day of school
I have Money
I have more choices 
Life is better",0
Good luck always,0
We have a pretty unconventional friendship.,0
I have written hundred of songs since my ex broke up with me.,0
"I'm sorry about your health issues, I hope things turn out well for you too!",0
Wrestling in there somewhere I am sure.,0
People go through shit and people need to vent.,0
Best of luck with wherever your life takes you next!,0
This sounds like the start of a beautiful story.,0
There's something fucking wonderfully weird about how wibbly wobbly things are so profoundly ordered at their core.,0
In a case like this I feel like the mystery should remain at least in part a mystery because that's the appeal of the story.,0
I can't imagine any situation where something could make me believe in anything that any religion of the world has to offer.,0
Aw.. no clue about that.,0
There are parts of the country where this is just a non-issue.,0
They don't owe it to you to keep you.,0
"We didn't die or have to do math, so it wasn't a horrible afternoon tbh.",0
Apply for internships.,0
"I've been doing some rewatching lately, all shows I haven't seen in about 10 years so they were almost new again.",0
Some other good ones: The smell after a rain storm.,0
And yeah sometimes for up to a week.,0
"The sky is always such a beautiful shade of blue in winter and because it’s the dry season, rarely is it interrupted.",0
People that I feel like I wouldn't want to be friends with.,0
"Oh my god that sounds awful, hope everything worked out in the end haha",0
"Essentially, let’s say you’re talking about this girl you’ve been very conversational with lately.",0
Things to work towards.,0
"i don’t know anyone there, but it’s a sort of hobby nightclass thing so i think most of the people there don’t know each other!",0
Maybe one of those cameras that print the photos?,0
"I haven't seen the Kimba the White Lion, but I just read a synopsis.",0
"Congratulations, but you could be dying too.",0
The best that I close my mortgage I'm so happy.,0
"ohhh its on steam, ill definitely look into this then",0
"I wonder if it is a culture thing, I am east coast and he is West coast.",0
The next stage is to induce the bumps with only mental thought.,0
"Of course this is a crime and is punishable by death, if you are caught.",0
I've done this many times with some social anxiety related workshops and improv groups.,0
does anyone here work for the government?,0
Happy birthday for all your upcoming and missed birthdays from my side!,0
I'll propose to her,0
It's not the wettest thing I've ever done.,0
"This is so random, but I don't like Nina Simone's ""Feeling Good"".",0
Bummer your post got deleted.,0
It's a cozy place with amazing pastries.,0
Try to get a job that has something  to do with  your degree so you can get relevant work experience and not waste your time.,0
But that's good that you're putting yourself out there more.,0
It will get much much better,0
What time is it in Australia right now?,0
"Just remember you don't have to earn his love, he has to earn yours.",0
"My little sisters, mom, aunt, and some cousins all have it too.",0
I'm not sure I'm ready to date again yet but I'll try to do that with friends.,0
didn't know that lol,0
I never heard of Angie Tribeca but I always love spoof shows so I will look it up.,0
"With Holidays coming up, I hope everyone has someone to spend it with...",0
That just screams that he has no substance in his life outside of school.,0
And I got to go to IKEA for the first time.,0
How did you not realise earlier?,0
Then I get even more granular.,0
I hope you're having a better morning.,0
I had started a Vanu outfit called Quantum Dawn way back when in 2011 and another guy took over.,0
I honestly cried when I watched inside out.,0
"I should have offered mine, but did not.",0
I've noticed that people often tend to talk about negative stuff.,0
"Friends, family, SOs, strangers, doesn't matter, being around people has always stressed me out and I don't know why.",0
I loved Monk back then.,0
Thank you! Your support means a lot to me.,0
Can you share it?,0
It’s the best alcohol there is.,0
